locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIFIKDCD_01026	CDS	873	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
DIFIKDCD_01027	CDS	858	folD		COG0190	Bifunctional protein FolD protein
DIFIKDCD_01028	CDS	735	glnQ_2	7.4.2.-	COG1126	Glutamine transport ATP-binding protein GlnQ
DIFIKDCD_01029	CDS	684	artQ		COG0765	Arginine transport system permease protein ArtQ
DIFIKDCD_01030	CDS	1893	pepO	3.4.24.-	COG3590	Neutral endopeptidase
DIFIKDCD_01031	CDS	630		3.-.-.-		putative metallo-hydrolase
DIFIKDCD_01032	CDS	2223	relA			Bifunctional (p)ppGpp synthase/hydrolase RelA
DIFIKDCD_01033	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
DIFIKDCD_01034	CDS	114				hypothetical protein
DIFIKDCD_01035	CDS	414				hypothetical protein
DIFIKDCD_01036	CDS	393				hypothetical protein
DIFIKDCD_01037	CDS	651	ideR		COG1321	Iron-dependent repressor IdeR
DIFIKDCD_01038	CDS	843				hypothetical protein
DIFIKDCD_01039	CDS	438	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
DIFIKDCD_01040	CDS	303				hypothetical protein
DIFIKDCD_01041	CDS	1074				hypothetical protein
DIFIKDCD_01042	CDS	678	graR		COG0745	Response regulator protein GraR
DIFIKDCD_01043	CDS	975	bceS	2.7.13.3	COG2205	Sensor protein BceS
DIFIKDCD_01044	CDS	1944	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
DIFIKDCD_01045	CDS	141				hypothetical protein
DIFIKDCD_01046	CDS	201				hypothetical protein
DIFIKDCD_01047	CDS	630				hypothetical protein
DIFIKDCD_01048	CDS	270	rpsO		COG0184	Small ribosomal subunit protein uS15
DIFIKDCD_01049	CDS	615				hypothetical protein
DIFIKDCD_01050	CDS	750	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
DIFIKDCD_01051	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
DIFIKDCD_01052	CDS	1464	manR		COG1762	Transcriptional regulator ManR
DIFIKDCD_01053	CDS	429				hypothetical protein
DIFIKDCD_01054	CDS	450	mngA		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
DIFIKDCD_01055	CDS	312	manP		COG1299	PTS system mannose-specific EIIBCA component
DIFIKDCD_01056	CDS	1086	fruA_1		COG1299	PTS system fructose-specific EIIB'BC component
DIFIKDCD_01057	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
DIFIKDCD_01058	CDS	1971	tkt_2	2.2.1.1	COG0021	putative transketolase
DIFIKDCD_01059	CDS	213				IS3 family transposase ISSpn11
DIFIKDCD_01060	CDS	1839	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
DIFIKDCD_01061	CDS	1416	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
DIFIKDCD_01062	CDS	1047	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
DIFIKDCD_01063	CDS	510	paiA	2.3.1.57	COG0456	Spermidine/spermine N(1)-acetyltransferase
DIFIKDCD_01064	CDS	2406	pheT_2	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
DIFIKDCD_01065	CDS	1002				hypothetical protein
DIFIKDCD_01066	CDS	495			COG2826	IS30 family transposase ISSpn8
DIFIKDCD_01067	CDS	198				hypothetical protein
DIFIKDCD_01068	CDS	2250	metE	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
DIFIKDCD_01069	CDS	867	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
DIFIKDCD_01070	CDS	2214	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
DIFIKDCD_01071	CDS	618	cysE	2.3.1.30	COG1045	Serine acetyltransferase
DIFIKDCD_01072	CDS	885	mshD_2	2.3.1.189		Mycothiol acetyltransferase
DIFIKDCD_01073	CDS	1344	cysS	6.1.1.16		Cysteine--tRNA ligase
DIFIKDCD_01074	CDS	387	mrnC	3.1.26.-		Mini-ribonuclease 3
DIFIKDCD_01075	CDS	885	lrp			Leucine-rich protein
DIFIKDCD_01076	CDS	600				hypothetical protein
DIFIKDCD_01077	CDS	1278				hypothetical protein
DIFIKDCD_01078	CDS	648			COG1136	putative ABC transporter ATP-binding protein
DIFIKDCD_01079	CDS	1380				hypothetical protein
DIFIKDCD_01080	CDS	657			COG0745	Response regulator RR06
DIFIKDCD_01081	CDS	1329	vanSB	2.7.13.3	COG5002	Sensor protein VanSB
DIFIKDCD_01082	CDS	882	fba	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
DIFIKDCD_01083	CDS	351				ISL3 family transposase IS1167
DIFIKDCD_01084	CDS	810	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
DIFIKDCD_01085	CDS	876	ctu	3.5.1.20	COG0388	Citrullinase
DIFIKDCD_01086	CDS	1086	aguA	3.5.3.12		Agmatine deiminase
DIFIKDCD_01087	CDS	1128	nspC	4.1.1.96		Carboxynorspermidine/carboxyspermidine decarboxylase
DIFIKDCD_01088	CDS	1260		1.5.1.55	COG1748	Carboxyaminopropylagmatine dehydrogenase
DIFIKDCD_01089	CDS	861	speE	2.5.1.16	COG0421	Polyamine aminopropyltransferase
DIFIKDCD_01090	CDS	717				hypothetical protein
DIFIKDCD_01091	CDS	1476	speA	4.1.1.19	COG1982	Arginine decarboxylase
DIFIKDCD_01092	CDS	702				hypothetical protein
DIFIKDCD_01093	CDS	1989	bceB		COG0577	Bacitracin export permease protein BceB
DIFIKDCD_01094	CDS	759	bceA		COG1136	Bacitracin export ATP-binding protein BceA
DIFIKDCD_01095	CDS	111				hypothetical protein
DIFIKDCD_01096	CDS	273				hypothetical protein
DIFIKDCD_01097	CDS	450				Protein SprT-like protein
DIFIKDCD_01098	CDS	2130	yhgF		COG2183	Protein YhgF
DIFIKDCD_01099	CDS	132				hypothetical protein
DIFIKDCD_01100	CDS	906			COG0701	Putative two-component membrane permease complex subunit SMU_747c
DIFIKDCD_01101	CDS	816			COG3689	Putative two-component membrane permease complex subunit SMU_746c
DIFIKDCD_01102	CDS	699				hypothetical protein
DIFIKDCD_01103	CDS	312				hypothetical protein
DIFIKDCD_01104	CDS	384			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_01105	CDS	873				hypothetical protein
DIFIKDCD_01106	CDS	1506	pyk	2.7.1.40		Pyruvate kinase
DIFIKDCD_01107	CDS	1008	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
DIFIKDCD_01108	CDS	3102	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
DIFIKDCD_01109	CDS	135	rpmH		COG0230	Large ribosomal subunit protein bL34
DIFIKDCD_01110	CDS	870				hypothetical protein
DIFIKDCD_01111	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
DIFIKDCD_01112	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
DIFIKDCD_01113	CDS	900				hypothetical protein
DIFIKDCD_01114	CDS	297				hypothetical protein
DIFIKDCD_01115	CDS	2031				hypothetical protein
DIFIKDCD_01116	CDS	642	yknY_3	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
DIFIKDCD_01117	CDS	309				hypothetical protein
DIFIKDCD_01118	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
DIFIKDCD_01119	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
DIFIKDCD_01120	CDS	657	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
DIFIKDCD_01121	CDS	663	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
DIFIKDCD_01122	CDS	1257				hypothetical protein
DIFIKDCD_01123	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
DIFIKDCD_01124	CDS	828	purR		COG0503	Purine biosynthesis transcriptional activator PurR
DIFIKDCD_01125	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
DIFIKDCD_01126	CDS	795	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
DIFIKDCD_01127	CDS	927	yidC2_2		COG0706	Membrane protein insertase YidC 2
DIFIKDCD_01128	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
DIFIKDCD_01129	CDS	741	rlmP	2.1.1.-	COG0566	23S rRNA (guanosine(2553)-2'-O)-methyltransferase RlmP
DIFIKDCD_01130	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
DIFIKDCD_01131	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
DIFIKDCD_01132	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
DIFIKDCD_01133	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
DIFIKDCD_01134	CDS	1038	ylbL		COG3480	putative protein YlbL
DIFIKDCD_01135	CDS	1311	murA1_2	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
DIFIKDCD_01136	CDS	195				hypothetical protein
DIFIKDCD_01137	CDS	825	endA	3.1.30.-		DNA-entry nuclease
DIFIKDCD_01138	CDS	1332				hypothetical protein
DIFIKDCD_01139	tRNA	73				tRNA-Cys(gca)
DIFIKDCD_01140	CDS	216				hypothetical protein
DIFIKDCD_01141	CDS	741	glnQ_3			Glutamine transport ATP-binding protein GlnQ
DIFIKDCD_01142	CDS	1566				hypothetical protein
DIFIKDCD_01143	CDS	1890				hypothetical protein
DIFIKDCD_01144	CDS	783				IS110 family transposase ISBth13
DIFIKDCD_01145	CDS	123				hypothetical protein
DIFIKDCD_01146	CDS	846	uppP	3.6.1.27		Undecaprenyl-diphosphatase
DIFIKDCD_01147	CDS	1062	dinB	2.7.7.7	COG0389	DNA polymerase IV
DIFIKDCD_01148	CDS	2325	pflB	2.3.1.54		Formate acetyltransferase
DIFIKDCD_01149	CDS	219				hypothetical protein
DIFIKDCD_01150	CDS	285				hypothetical protein
DIFIKDCD_01151	CDS	171				hypothetical protein
DIFIKDCD_01152	CDS	270				hypothetical protein
DIFIKDCD_01153	CDS	225	lacE_1			PTS system lactose-specific EIICB component
DIFIKDCD_01154	CDS	1440	trkG		COG0168	Trk system potassium uptake protein TrkG
DIFIKDCD_01155	CDS	1350	trkA		COG0569	Trk system potassium uptake protein TrkA
DIFIKDCD_01156	CDS	849	salL	2.5.1.94	COG1912	Adenosyl-chloride synthase
DIFIKDCD_01157	CDS	549				hypothetical protein
DIFIKDCD_01158	CDS	213				hypothetical protein
DIFIKDCD_01159	CDS	1683	ykoD_1	7.6.2.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
DIFIKDCD_01160	CDS	831	ecfT_2		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
DIFIKDCD_01161	CDS	504	cspR	2.1.1.207	COG0219	Putative tRNA (cytidine(34)-2'-O)-methyltransferase
DIFIKDCD_01162	CDS	564	ribU		COG3601	Riboflavin transporter RibU
DIFIKDCD_01163	CDS	627	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
DIFIKDCD_01164	CDS	390				hypothetical protein
DIFIKDCD_01165	CDS	450				hypothetical protein
DIFIKDCD_01166	CDS	588	rpoE			putative DNA-directed RNA polymerase subunit delta
DIFIKDCD_01167	CDS	1608	pyrG	6.3.4.2	COG0504	CTP synthase
DIFIKDCD_01168	CDS	372	cntB	1.14.13.239		Carnitine monooxygenase reductase subunit
DIFIKDCD_01169	CDS	549				hypothetical protein
DIFIKDCD_01170	CDS	660	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
DIFIKDCD_01171	CDS	585	glnM_1		COG0765	putative glutamine ABC transporter permease protein GlnM
DIFIKDCD_01172	CDS	765	peb1A		COG0834	Major cell-binding factor
DIFIKDCD_01173	CDS	759	glnQ_4			Glutamine transport ATP-binding protein GlnQ
DIFIKDCD_01174	CDS	2223	recJ	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
DIFIKDCD_01175	CDS	1662	rnj2	3.1.-.-		Ribonuclease J 2
DIFIKDCD_01176	CDS	780	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
DIFIKDCD_01177	CDS	1221	femX	2.3.2.16	COG2348	Lipid II:glycine glycyltransferase
DIFIKDCD_01178	CDS	1233	femA	2.3.2.17		Aminoacyltransferase FemA
DIFIKDCD_01179	CDS	702				hypothetical protein
DIFIKDCD_01180	CDS	1845	uvrC		COG0322	UvrABC system protein C
DIFIKDCD_01181	CDS	792				hypothetical protein
DIFIKDCD_01182	CDS	801	tcyJ		COG0834	L-cystine-binding protein TcyJ
DIFIKDCD_01183	CDS	606		1.-.-.-		Putative NAD(P)H nitroreductase
DIFIKDCD_01184	CDS	1401	pepV	3.4.13.-		Beta-Ala-Xaa dipeptidase
DIFIKDCD_01185	CDS	579				hypothetical protein
DIFIKDCD_01186	CDS	153				hypothetical protein
DIFIKDCD_01187	CDS	1326	brnQ		COG1114	Branched-chain amino acid permease BrnQ
DIFIKDCD_01188	CDS	1038	pepA_2	3.4.11.7	COG1363	Glutamyl aminopeptidase
DIFIKDCD_01189	CDS	471				hypothetical protein
DIFIKDCD_01190	CDS	717	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
DIFIKDCD_01191	CDS	426	rplK		COG0080	Large ribosomal subunit protein uL11
DIFIKDCD_01192	CDS	690	rplA		COG0081	Large ribosomal subunit protein uL1
DIFIKDCD_01193	CDS	363				hypothetical protein
DIFIKDCD_01194	CDS	219				hypothetical protein
DIFIKDCD_01195	CDS	1632		2.1.1.-	COG2265	putative RNA methyltransferase
DIFIKDCD_01196	CDS	975				hypothetical protein
DIFIKDCD_01197	CDS	615				hypothetical protein
DIFIKDCD_01198	CDS	975				hypothetical protein
DIFIKDCD_01199	CDS	1257	glyA	2.1.2.1		Serine hydroxymethyltransferase
DIFIKDCD_01200	CDS	432	rimI_1	2.3.1.266		[Ribosomal protein bS18]-alanine N-acetyltransferase
DIFIKDCD_01201	CDS	603	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
DIFIKDCD_01202	CDS	840	prmC	2.1.1.297		Release factor glutamine methyltransferase
DIFIKDCD_01203	CDS	1080	prfA		COG0216	Peptide chain release factor 1
DIFIKDCD_01204	CDS	591	tdk	2.7.1.21	COG1435	Thymidine kinase
DIFIKDCD_01205	CDS	183	xylH	5.3.2.6		2-hydroxymuconate tautomerase
DIFIKDCD_01206	CDS	1374	mnmE	3.6.5.-	COG0486	tRNA modification GTPase MnmE
DIFIKDCD_01207	CDS	936	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
DIFIKDCD_01208	CDS	1077	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
DIFIKDCD_01209	tRNA	73				tRNA-Thr(ggt)
DIFIKDCD_01210	CDS	510	queT		COG4708	Queuosine precursor transporter QueT
DIFIKDCD_01211	CDS	432				hypothetical protein
DIFIKDCD_01212	CDS	378	mscL		COG1970	Large-conductance mechanosensitive channel
DIFIKDCD_01213	CDS	1095	cpfC	4.98.1.1		Coproporphyrin III ferrochelatase
DIFIKDCD_01214	CDS	1224	pepT	3.4.11.4		Peptidase T
DIFIKDCD_01215	CDS	630				hypothetical protein
DIFIKDCD_01216	CDS	570				hypothetical protein
DIFIKDCD_01217	CDS	90				hypothetical protein
DIFIKDCD_01218	CDS	3120				hypothetical protein
DIFIKDCD_01219	CDS	504				hypothetical protein
DIFIKDCD_01220	CDS	348				hypothetical protein
DIFIKDCD_01221	CDS	1776	pox5	1.2.3.3	COG0028	Pyruvate oxidase
DIFIKDCD_01222	CDS	2244	pacS	7.2.2.8	COG2217	putative copper-transporting ATPase PacS
DIFIKDCD_01223	CDS	372				hypothetical protein
DIFIKDCD_01224	CDS	396	copY		COG3682	Transcriptional repressor CopY
DIFIKDCD_01225	CDS	792	thiD	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
DIFIKDCD_01226	CDS	633	thiE_1	2.5.1.3	COG0352	Thiamine-phosphate synthase
DIFIKDCD_01227	CDS	804	thiM_1	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
DIFIKDCD_01228	CDS	525				hypothetical protein
DIFIKDCD_01229	CDS	693	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
DIFIKDCD_01230	CDS	651				hypothetical protein
DIFIKDCD_01231	CDS	1386	ykoD_2	7.6.2.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
DIFIKDCD_01232	CDS	561	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
DIFIKDCD_01233	CDS	630	thiE_2	2.5.1.3		Thiamine-phosphate synthase
DIFIKDCD_01234	CDS	783	thiM_2	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
DIFIKDCD_01235	CDS	228				hypothetical protein
DIFIKDCD_01236	CDS	669	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
DIFIKDCD_01237	CDS	1137	lctO_1	1.1.3.-	COG1304	L-lactate oxidase
DIFIKDCD_01238	CDS	1491	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
DIFIKDCD_01239	CDS	147	lctO_2	1.1.3.-	COG1304	L-lactate oxidase
DIFIKDCD_01240	CDS	681	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
DIFIKDCD_01241	CDS	678	tcyL_2		COG0765	L-cystine transport system permease protein TcyL
DIFIKDCD_01242	CDS	264	glnQ_5		COG1126	Glutamine transport ATP-binding protein GlnQ
DIFIKDCD_01243	CDS	396	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
DIFIKDCD_01244	CDS	867	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
DIFIKDCD_01245	CDS	648	bcrA_2			Bacitracin transport ATP-binding protein BcrA
DIFIKDCD_01246	CDS	705				hypothetical protein
DIFIKDCD_01247	CDS	564				hypothetical protein
DIFIKDCD_01248	CDS	1692				hypothetical protein
DIFIKDCD_01249	CDS	738	hptR		COG2207	Transcriptional regulatory protein HptR
DIFIKDCD_01250	CDS	1113	msrAB		COG0225	Peptide methionine sulfoxide reductase MsrA/MsrB
DIFIKDCD_01251	CDS	567	resA_1			Thiol-disulfide oxidoreductase ResA
DIFIKDCD_01252	CDS	711	dsbD_1	1.8.1.8		Thiol:disulfide interchange protein DsbD
DIFIKDCD_01253	CDS	861				hypothetical protein
DIFIKDCD_01254	CDS	2055				hypothetical protein
DIFIKDCD_01255	CDS	255				hypothetical protein
DIFIKDCD_01256	CDS	558	mnmM	2.1.1.61	COG0275	tRNA (mnm(5)s(2)U34)-methyltransferase
DIFIKDCD_01257	CDS	447				hypothetical protein
DIFIKDCD_01258	CDS	231				hypothetical protein
DIFIKDCD_01259	CDS	360				hypothetical protein
DIFIKDCD_01260	CDS	246				hypothetical protein
DIFIKDCD_01261	CDS	231				hypothetical protein
DIFIKDCD_01262	CDS	6702	lacZ	3.2.1.23		Beta-galactosidase
DIFIKDCD_01263	CDS	192				hypothetical protein
DIFIKDCD_01264	CDS	1476	gatC_2		COG3775	PTS system galactitol-specific EIIC component
DIFIKDCD_01265	CDS	306				hypothetical protein
DIFIKDCD_01266	CDS	477				hypothetical protein
DIFIKDCD_01267	CDS	1929	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
DIFIKDCD_01268	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
DIFIKDCD_01269	CDS	1140	glgD		COG0448	Glycogen biosynthesis protein GlgD
DIFIKDCD_01270	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
DIFIKDCD_01271	CDS	234	serB_1	3.1.3.3	COG0560	Phosphoserine phosphatase
DIFIKDCD_01272	CDS	330	serB_2	3.1.3.3	COG0560	Phosphoserine phosphatase
DIFIKDCD_01273	CDS	1116	glxK	2.7.1.31		Glycerate kinase
DIFIKDCD_01274	CDS	447				hypothetical protein
DIFIKDCD_01275	CDS	1305	eno	4.2.1.11	COG0148	Enolase
DIFIKDCD_01276	CDS	351				IS630 family transposase IS630-Spn1
DIFIKDCD_01277	CDS	3276	rexB	3.1.-.-	COG3857	Exonuclease/helicase subunit RexB
DIFIKDCD_01278	CDS	3651	rexA	3.1.-.-	COG1074	Exonuclease/helicase subunit RexA
DIFIKDCD_01279	CDS	1179				hypothetical protein
DIFIKDCD_01280	CDS	1245				hypothetical protein
DIFIKDCD_01281	CDS	606	crdA			NADH:(hydroxy)cinnamate reductase subunit CrdA
DIFIKDCD_01282	CDS	924	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
DIFIKDCD_01283	CDS	1380	nox	1.6.3.4		NADH oxidase
DIFIKDCD_01284	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
DIFIKDCD_01285	CDS	582	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
DIFIKDCD_01286	CDS	648				hypothetical protein
DIFIKDCD_01287	CDS	447				hypothetical protein
DIFIKDCD_01288	CDS	495				hypothetical protein
DIFIKDCD_01289	CDS	531	ogt	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
DIFIKDCD_01290	CDS	357	mgsR		COG1393	Regulatory protein MgsR
DIFIKDCD_01291	CDS	801	yxeN		COG0765	putative amino-acid permease protein YxeN
DIFIKDCD_01292	CDS	744	tcyN	7.4.2.-	COG1126	L-cystine import ATP-binding protein TcyN
DIFIKDCD_01293	CDS	225				hypothetical protein
DIFIKDCD_01294	CDS	912	trxB	1.8.1.9	COG0492	Thioredoxin reductase
DIFIKDCD_01295	CDS	729		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
DIFIKDCD_01296	CDS	612	def_2	3.5.1.88	COG0242	Peptide deformylase
DIFIKDCD_01297	CDS	513	capA			Capsule biosynthesis protein CapA
DIFIKDCD_01298	CDS	336				hypothetical protein
DIFIKDCD_01299	CDS	828	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
DIFIKDCD_01300	CDS	636				hypothetical protein
DIFIKDCD_01301	CDS	726				hypothetical protein
DIFIKDCD_01302	CDS	936	yfeW	3.4.16.4	COG1680	Putative D-alanyl-D-alanine carboxypeptidase
DIFIKDCD_01303	CDS	897	yicL_2		COG0697	putative inner membrane transporter YicL
DIFIKDCD_01304	CDS	699	nagR		COG2188	HTH-type transcriptional repressor NagR
DIFIKDCD_01305	CDS	1563	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
DIFIKDCD_01306	CDS	339				IS630 family transposase IS630-Spn1
DIFIKDCD_01307	CDS	153				hypothetical protein
DIFIKDCD_01308	CDS	1608	dexB	3.2.1.70	COG0366	Glucan 1,6-alpha-glucosidase
DIFIKDCD_01309	CDS	1485				hypothetical protein
DIFIKDCD_01310	CDS	483	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
DIFIKDCD_01311	CDS	2106	clpL			ATP-dependent protease ClpL
DIFIKDCD_01312	CDS	981	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
DIFIKDCD_01313	CDS	2253	pbpX		COG0768	Penicillin-binding protein 2X
DIFIKDCD_01314	CDS	318	ftsL			Cell division protein FtsL
DIFIKDCD_01315	CDS	951	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
DIFIKDCD_01316	CDS	195				hypothetical protein
DIFIKDCD_01317	CDS	543				hypothetical protein
DIFIKDCD_01318	CDS	243				hypothetical protein
DIFIKDCD_01319	CDS	336				hypothetical protein
DIFIKDCD_01320	CDS	1002	kdgR		COG1609	HTH-type transcriptional regulator KdgR
DIFIKDCD_01321	CDS	1902				hypothetical protein
DIFIKDCD_01322	CDS	294				hypothetical protein
DIFIKDCD_01323	CDS	819	manZ_4		COG3716	PTS system mannose-specific EIID component
DIFIKDCD_01324	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
DIFIKDCD_01325	CDS	492	levE_2	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
DIFIKDCD_01326	CDS	1191	ugl	3.2.1.180	COG4225	Unsaturated chondroitin disaccharide hydrolase
DIFIKDCD_01327	CDS	435				hypothetical protein
DIFIKDCD_01328	CDS	816	kduD	1.1.1.127	COG1028	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
DIFIKDCD_01329	CDS	642				hypothetical protein
DIFIKDCD_01330	CDS	1002	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
DIFIKDCD_01331	CDS	630	kdgA	4.1.2.14	COG0800	2-dehydro-3-deoxy-phosphogluconate aldolase
DIFIKDCD_01332	CDS	216				IS200/IS605 family transposase ISStin10
DIFIKDCD_01333	CDS	3204		4.2.2.1	COG5492	Hyaluronate lyase
DIFIKDCD_01334	CDS	477	bsaA			Glutathione peroxidase BsaA
DIFIKDCD_01335	CDS	2214				hypothetical protein
DIFIKDCD_01336	CDS	126				hypothetical protein
DIFIKDCD_01337	CDS	177				hypothetical protein
DIFIKDCD_01338	CDS	1347	licC_4		COG1455	Lichenan permease IIC component
DIFIKDCD_01339	CDS	507				hypothetical protein
DIFIKDCD_01340	CDS	315	lacF_2			PTS system lactose-specific EIIA component
DIFIKDCD_01341	CDS	1974	licR_2		COG1762	putative licABCH operon regulator
DIFIKDCD_01342	CDS	315				hypothetical protein
DIFIKDCD_01343	CDS	240				Sugar transporter SemiSWEET
DIFIKDCD_01344	CDS	1437	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
DIFIKDCD_01345	CDS	339				hypothetical protein
DIFIKDCD_01346	CDS	171				hypothetical protein
DIFIKDCD_01347	CDS	393	rpsI		COG0103	Small ribosomal subunit protein uS9
DIFIKDCD_01348	CDS	447	rplM		COG0102	Large ribosomal subunit protein uL13
DIFIKDCD_01349	CDS	927	oppF	7.4.2.6	COG4608	Oligopeptide transport ATP-binding protein OppF
DIFIKDCD_01350	CDS	1068	oppD	7.4.2.6	COG0444	Oligopeptide transport ATP-binding protein OppD
DIFIKDCD_01351	CDS	927	oppC		COG1173	Oligopeptide transport system permease protein OppC
DIFIKDCD_01352	CDS	1497				hypothetical protein
DIFIKDCD_01353	CDS	1980	amiA		COG4166	Oligopeptide-binding protein AmiA
DIFIKDCD_01354	CDS	1194				hypothetical protein
DIFIKDCD_01355	CDS	1443	gtfA	2.4.1.7	COG0366	Sucrose phosphorylase
DIFIKDCD_01356	CDS	834	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
DIFIKDCD_01357	CDS	867	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
DIFIKDCD_01358	CDS	1260	msmE		COG1653	Multiple sugar-binding protein
DIFIKDCD_01359	CDS	2163	agaA_2	3.2.1.22		Alpha-galactosidase AgaA
DIFIKDCD_01360	CDS	861	rhaS			HTH-type transcriptional activator RhaS
DIFIKDCD_01361	CDS	936	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
DIFIKDCD_01362	tRNA	90				tRNA-Ser(gct)
DIFIKDCD_01363	tRNA	76				tRNA-Ile(gat)
DIFIKDCD_01364	tRNA	71				tRNA-Gly(tcc)
DIFIKDCD_01365	tRNA	73				tRNA-Phe(gaa)
DIFIKDCD_01366	tRNA	74				tRNA-Met(cat)
DIFIKDCD_01367	tRNA	90				tRNA-Ser(tga)
DIFIKDCD_01368	tRNA	74				tRNA-Met(cat)
